Arquivo: ENERGISAMT-2Via-Matricula-0001073451-08-2025.PDF
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;13,35;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-1.562,48;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-2.633,73;
Substituição Tributária - Crédito;;;;14.033,63;0,00;14.033,63;17;
Substituição Tributária - Débito;;;;-11.647,92;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000705296-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;1.307,00;1,076110;1.406,49;53,65;1.406,49;17;239,10;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;576,00;
Energia Atv Injetada GDI mUC 11/2024 mPT KWH;;;;11;202;4;430,00;
Energia Atv Injetada GDI mUC 12/2024 mPT KWH;;;;12;202;4;271,00;
Adic. B.;;;;0,68;0,03;0,68;17;0,11
Adic. B.;;;;1,80;0,07;1,80;17;0,31
""
Arquivo: ENERGISAMT-Fat-Matricula-0000705297-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;69,00;0,923620;63,73;2,83;17,50;12;2,10;0,852130
Adic. B.;;;;3,58;0,16;0,98;12;0,11
Adic. B.;;;;1,30;0,06;0,35;12;0,04
""
Arquivo: ENERGISAMT-Fat-Matricula-0000708508-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;11.047,00;1,076110;11.887,94;453,52;11.887,94;17;2.020,95;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;4.522,00;
Energia Atv Injetada GDI mUC 11/2024 mPT KWH;;;;11;202;4;6.424,00;
Adic. B.;;;;3,89;0,16;3,89;17;0,66
Adic. B.;;;;3,19;0,12;3,19;17;0,54
""
Arquivo: ENERGISAMT-Fat-Matricula-0000716155-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;6.248,00;1,076110;6.723,62;256,49;6.723,62;17;1.143,01;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;2.500,00;
Energia Atv Injetada GDI mUC 11/2024 mPT KWH;;;;11;202;4;3.647,00;
Adic. B.;;;;3,78;0,16;3,78;17;0,64
Adic. B.;;;;3,38;0,13;3,38;17;0,57
""
Arquivo: ENERGISAMT-Fat-Matricula-0000737010-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,56;0,02;0,00;0;0,00
Adic. B.;;;;1,48;0,06;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0000737619-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh - Ponta KWH;3.798,11;2,322030;8.819,37;490,30;0,00;0;0,00;2,192950
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;3.798,11;
Consumo em kWh - Fora Ponta KWH;57.676,50;0,440130;25.385,68;1.411,29;0,00;0;0,00;0,415670
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;57.676,50;
Energia Reativa Exced em KWh;63,79;0,320470;20,44;1,13;0,00;0;0,00;0,302660
Energia Reativa Exced em KWh;1.464,75;0,320470;469,41;26,09;0,00;0;0,00;0,302660
Demanda de Potência Medida - Fora Ponta KW;346,50;34,667290;12.012,21;667,80;0,00;0;0,00;32,740000
""
Arquivo: ENERGISAMT-Fat-Matricula-0000766595-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;3.465,40;2,185710;7.574,39;349,50;7.574,39;17;1.287,65;1,713290
TUSD em kWh - Fora Ponta KWH;21.793,39;0,167180;3.643,55;168,12;3.643,55;17;619,40;0,131050
Energia Reat Exced em KWh;10,05;0,386110;3,87;0,18;3,87;17;0,66;0,302660
TUSD em kW - Fora Ponta KW;103,81;41,767820;4.336,00;200,07;4.336,00;17;737,12;32,740000
TUSD em kW - Ultrapassagem - Fora Ponta KW;43,81;83,535640;3.659,86;168,87;3.659,86;17;622,18;65,480000
Adicional Conta Covid Escassez Hídrica KWH;25.258,79;0,033539;847,16;39,09;847,16;17;144,02;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;6,90;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;12,69;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-1.699,40;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-2.741,54;
Substituição Tributária - Crédito;;;;12.562,06;0,00;12.562,06;17;
Substituição Tributária - Débito;;;;-10.426,51;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000774447-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;71.977,50;2,185710;157.322,48;7.259,33;157.322,48;17;26.744,82;1,713290
TUSD em kWh - Fora Ponta KWH;633.437,00;0,167180;105.901,86;4.886,63;105.901,86;17;18.003,32;0,131050
Energia Reat Exced em KWh;309,29;0,386110;119,42;5,51;119,42;17;20,30;0,302660
Energia Reat Exced em KWh;2.180,99;0,386110;842,11;38,85;842,11;17;143,16;0,302660
TUSD em kW - Fora Ponta KW;3.010,00;41,767820;125.721,14;5.801,15;125.721,14;17;21.372,59;32,740000
TUSD em kW - Ultrapassagem - Fora Ponta KW;520,00;83,535640;43.438,53;2.004,39;43.438,53;17;7.384,55;65,480000
Adicional Conta Covid Escassez Hídrica KWH;705.414,50;0,033539;23.659,09;1.091,70;23.659,09;17;4.022,04;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;58,43;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;58,18;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-49.273,70;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-56.942,84;
Substituição Tributária - Crédito;;;;350.826,39;0,00;350.826,39;17;
Substituição Tributária - Débito;;;;-291.185,91;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000779279-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh - Ponta KWH;98.196,00;0,712370;69.952,36;3.227,81;69.952,36;17;11.891,90;0,558400
Energia Atv Injetada GDI - Ponta KWH;8.316,00;0,712370;-5.924,10;-273,35;-5.924,10;17;-1.007,10;0,558400
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;42.847,04;
Energia Atv Injetada GDI mUC 2/2025 mPT KWH;;;;2;202;5;14.604,88;
Energia Atv Injetada GDI mUC 3/2025 mPT KWH;;;;3;202;5;32.428,08;
Consumo em kWh - Fora Ponta KWH;1.064.756,00;0,463550;493.571,85;22.774,89;493.571,85;17;83.907,21;0,363360
Energia Atv Injetada GDI - Fora Ponta KWH;81.648,00;0,463550;-37.848,25;-1.746,43;-37.848,25;17;-6.434,20;0,363360
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;433.104,86;
Energia Atv Injetada GDI mUC 2/2025 mPT KWH;;;;2;202;5;146.686,72;
Energia Atv Injetada GDI mUC 3/2025 mPT KWH;;;;3;202;5;403.316,42;
Energia Reativa Exced em KWh;252,00;0,386110;97,30;4,49;97,30;17;16,54;0,302660
Energia Reativa Exced em KWh;4.620,00;0,386110;1.783,85;82,31;1.783,85;17;303,25;0,302660
Demanda de Potência Medida - Ponta KW;2.688,00;39,024970;104.899,13;4.840,37;104.899,13;17;17.832,85;30,590000
Demanda de Potência Medida - Fora Ponta KW;3.584,00;17,235280;61.771,26;2.850,31;61.771,26;17;10.501,11;13,510000
""
Arquivo: ENERGISAMT-Fat-Matricula-0000794367-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;15.492,66;1,076110;16.672,03;636,02;16.672,03;17;2.834,24;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;7.121,00;
Energia Atv Injetada GDI mUC 3/2025 mPT KWH;;;;3;202;5;8.271,00;
Energia Reativa Exced em KWh;2.045,29;0,382210;781,74;29,82;781,74;17;132,89;0,302660
Adic. B.;;;;5,34;0,21;5,34;17;0,91
Adic. B.;;;;2,65;0,10;2,65;17;0,45
""
Arquivo: ENERGISAMT-Fat-Matricula-0000797500-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;1.397,00;1,076110;1.503,34;57,35;1.503,34;17;255,56;0,852130
Energia Atv Injetada GDI mUC 7/2023 mPT KWH;;;;7;202;3;103,00;
Energia Atv Injetada GDI mUC 8/2023 mPT KWH;;;;8;202;3;1.264,00;
Adic. B.;;;;0,50;0,02;0,50;17;0,08
Adic. B.;;;;1,42;0,05;1,42;17;0,25
""
Arquivo: ENERGISAMT-Fat-Matricula-0000864746-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;8.880,90;2,185710;19.411,13;895,68;19.411,13;17;3.299,89;1,713290
TUSD em kWh - Fora Ponta KWH;86.107,35;0,167180;14.395,95;664,27;14.395,95;17;2.447,31;0,131050
Energia Reat Exced em KWh;0,33;0,386110;0,12;0,00;0,12;17;0,02;0,302660
Energia Reat Exced em KWh;741,17;0,386110;286,17;13,20;286,17;17;48,65;0,302660
TUSD em kW - Fora Ponta KW;609,00;41,767820;25.436,60;1.173,72;25.436,60;17;4.324,22;32,740000
TUSD em kW Reativa Exced - Fora Ponta UN;6,96;41,767820;290,84;13,42;290,84;17;49,44;32,740000
Adicional Conta Covid Escassez Hídrica KWH;94.988,25;0,033539;3.185,83;147,00;3.185,83;17;541,59;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;99,58;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;33,45;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-9.969,34;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-7.025,85;
Substituição Tributária - Crédito;;;;47.240,93;0,00;47.240,93;17;
Substituição Tributária - Débito;;;;-39.209,98;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000884976-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;1.357,00;1,076110;1.460,30;55,71;1.460,30;17;248,25;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;864,00;
Energia Atv Injetada GDI mUC 2/2025 mPT KWH;;;;2;202;5;290,00;
Energia Atv Injetada GDI mUC 3/2025 mPT KWH;;;;3;202;5;173,00;
Adic. B.;;;;0,52;0,03;0,52;17;0,09
Adic. B.;;;;2,10;0,08;2,10;17;0,35
""
Arquivo: ENERGISAMT-Fat-Matricula-0000892766-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;9.035,00;1,076110;9.722,78;370,91;9.722,78;17;1.652,87;0,852130
Energia Atv Injetada GDI mUC 1/2025 mPT KWH;;;;1;202;5;8.935,00;
Adic. B.;;;;4,96;0,19;4,96;17;0,84
Adic. B.;;;;1,19;0,04;1,19;17;0,20
""
Arquivo: ENERGISAMT-Fat-Matricula-0000898472-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;5.130,00;1,076110;5.520,51;210,60;5.520,51;17;938,48;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;1.620,00;
Energia Atv Injetada GDI mUC 12/2024 mPT KWH;;;;12;202;4;3.410,00;
Adic. B.;;;;2,26;0,09;2,26;17;0,38
Adic. B.;;;;5,98;0,23;5,98;17;1,02
""
Arquivo: ENERGISAMT-Fat-Matricula-0000898479-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;10.102,00;1,076110;10.871,01;414,72;10.871,01;17;1.848,07;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;9.056,00;
Energia Atv Injetada GDI mUC 3/2025 mPT KWH;;;;3;202;5;945,00;
Energia Reativa Exced em KWh;641,00;0,382210;245,00;9,35;245,00;17;41,65;0,302660
Adic. B.;;;;5,98;0,23;5,98;17;1,01
Adic. B.;;;;2,31;0,09;2,31;17;0,39
""
Arquivo: ENERGISAMT-Fat-Matricula-0000903530-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;3.311,00;2,185710;7.236,90;333,93;7.236,90;17;1.230,27;1,713290
TUSD em kWh - Fora Ponta KWH;29.151,41;0,167180;4.873,71;224,88;4.873,71;17;828,53;0,131050
Energia Reat Exced em KWh;12,79;0,386110;4,93;0,23;4,93;17;0,84;0,302660
Energia Reat Exced em KWh;97,94;0,386110;37,81;1,74;37,81;17;6,43;0,302660
TUSD em kW - Fora Ponta KW;128,25;41,767820;5.356,63;247,17;5.356,63;17;910,63;32,740000
TUSD em kW - Ultrapassagem - Fora Ponta KW;8,25;83,535640;689,00;31,79;689,00;17;117,13;65,480000
Adicional Conta Covid Escassez Hídrica KWH;32.462,41;0,033539;1.088,76;50,24;1.088,76;17;185,09;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;9,46;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;10,77;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-2.099,42;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-2.619,39;
Substituição Tributária - Crédito;;;;16.144,30;0,00;16.144,30;17;
Substituição Tributária - Débito;;;;-13.399,77;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000909486-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;1.558,90;2,185710;3.407,31;157,22;3.407,31;17;579,24;1,713290
TUSD em kWh - Fora Ponta KWH;22.225,70;0,167180;3.715,82;171,45;3.715,82;17;631,69;0,131050
Energia Reat Exced em KWh;2,94;0,386110;1,13;0,05;1,13;17;0,19;0,302660
Energia Reat Exced em KWh;105,27;0,386110;40,64;1,87;40,64;17;6,91;0,302660
TUSD em kW - Fora Ponta KW;212,80;41,767820;8.888,19;410,13;8.888,19;17;1.510,99;32,740000
Adicional Conta Covid Escassez Hídrica KWH;23.784,60;0,033539;797,71;36,80;797,71;17;135,61;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;13,80;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;6,94;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-3.483,53;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-1.233,27;
Substituição Tributária - Crédito;;;;11.828,96;0,00;11.828,96;17;
Substituição Tributária - Débito;;;;-9.818,04;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000932295-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;3.615,00;1,076110;3.890,19;148,40;3.890,19;17;661,33;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;1.442,00;
Energia Atv Injetada GDI mUC 11/2024 mPT KWH;;;;11;202;4;1.314,00;
Energia Atv Injetada GDI mUC 12/2024 mPT KWH;;;;12;202;4;759,00;
Adic. B.;;;;2,20;0,09;2,20;17;0,38
Adic. B.;;;;6,08;0,24;6,08;17;1,03
""
Arquivo: ENERGISAMT-Fat-Matricula-0000932817-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;5.768,00;1,076110;6.207,08;236,79;6.207,08;17;1.055,20;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;3.848,00;
Energia Atv Injetada GDI mUC 10/2024 mPT KWH;;;;10;202;4;679,00;
Energia Atv Injetada GDI mUC 11/2024 mPT KWH;;;;11;202;4;1.211,00;
Adic. B.;;;;0,71;0,04;0,71;17;0,12
Adic. B.;;;;1,31;0,06;1,31;17;0,22
DIF.CREDITO A DEVOLVER;;;;27.631,91;;;;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000943136-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;245,00;0,923620;226,29;10,05;62,16;12;7,45;0,852130
Energia Atv Injetada GDI mUC 12/2024 mPT KWH;;;;12;202;4;215,00;
Adic. B.;;;;1,07;0,05;0,29;12;0,04
Adic. B.;;;;0,68;0,02;0,19;12;0,03
DIF.CREDITO A DEVOLVER;;;;0,77;;;;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000943143-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;996,00;1,014970;1.010,92;40,88;1.010,92;12;121,31;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;287,00;
Energia Atv Injetada GDI mUC 3/2025 mPT KWH;;;;3;202;5;345,00;
Energia Atv Injetada GDI mUC 4/2025 mPT KWH;;;;4;202;5;334,00;
Adic. B.;;;;1,18;0,05;1,18;12;0,14
Adic. B.;;;;0,76;0,02;0,76;12;0,09
""
Arquivo: ENERGISAMT-Fat-Matricula-0000949621-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,66;0,02;0,00;0;0,00
Adic. B.;;;;1,02;0,05;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0000949625-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;417,00;0,923620;385,15;17,11;105,80;12;12,70;0,852130
Adic. B.;;;;9,22;0,41;2,53;12;0,30
Adic. B.;;;;14,94;0,66;4,10;12;0,49
""
Arquivo: ENERGISAMT-Fat-Matricula-0000949628-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;1,02;0,05;0,00;0;0,00
Adic. B.;;;;0,66;0,02;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0000949636-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;0,66;0,02;0,00;0;0,00
Adic. B.;;;;1,02;0,05;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0000949639-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Custo de Disponibilidade KWH;30,00;0,893180;26,79;1,23;0,00;0;0,00;0,852130
Adic. B.;;;;1,02;0,05;0,00;0;0,00
Adic. B.;;;;0,66;0,02;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0000952917-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh - Ponta KWH;5.556,73;2,322030;12.902,95;717,33;0,00;0;0,00;2,192950
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;129,97;
Energia Atv Injetada GDI mUC 6/2025 mPT KWH;;;;6;202;5;69,35;
Consumo em kWh - Fora Ponta KWH;49.524,56;0,440130;21.797,69;1.211,82;0,00;0;0,00;0,415670
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;1.313,77;
Energia Atv Injetada GDI mUC 5/2025 mPT KWH;;;;5;202;5;557,82;
Energia Atv Injetada GDI mUC 6/2025 mPT KWH;;;;6;202;5;2.433,69;
Energia Atv Injetada GDI mUC 7/2025 mPT KWH;;;;7;202;5;684,87;
Energia Reativa Exced em KWh;53,71;0,320470;17,21;0,96;0,00;0;0,00;0,302660
Energia Reativa Exced em KWh;276,50;0,320470;88,61;4,93;0,00;0;0,00;0,302660
Demanda de Potência Medida - Fora Ponta KW;181,38;34,667290;6.288,09;349,58;0,00;0;0,00;32,740000
Adic. B.;;;;2.357,77;131,09;0,00;0;0,00
""
Arquivo: ENERGISAMT-Fat-Matricula-0000981960-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh - Ponta KWH;31.397,63;2,797630;87.839,26;4.053,16;87.839,26;17;14.932,67;2,192950
Energia Atv Injetada GDI - Ponta KWH;13.377,00;2,797630;-37.424,03;-1.726,86;-37.424,03;17;-6.362,08;2,192950
Energia Atv Injetada GDI mUC 8/2025 oPT KWH;;;;8;202;5;18.020,63;
Consumo em kWh - Fora Ponta KWH;149.779,88;0,530280;79.426,47;3.664,98;79.426,47;17;13.502,50;0,415670
Energia Atv Injetada GDI - Fora Ponta KWH;149.779,88;0,530280;-79.426,47;-3.664,98;-79.426,47;17;-13.502,50;0,415670
Energia Reativa Exced em KWh;18.364,50;0,386110;7.090,83;327,19;7.090,83;17;1.205,44;0,302660
Energia Reativa Exced em KWh;104.131,13;0,386110;40.206,73;1.855,25;40.206,73;17;6.835,14;0,302660
Demanda de Potência Medida - Fora Ponta KW;1.638,00;41,767820;68.415,69;3.156,91;68.415,69;17;11.630,67;32,740000
Demanda Potência Reativa Exced - F Ponta KW;170,63;41,767820;7.126,63;328,84;7.126,63;17;1.211,53;32,740000
Demanda Complementar - F. Ponta KW;;;;1.948,50;67.549,22;3.755,32;0,00;
""
Arquivo: ENERGISAMT-Fat-Matricula-0000999792-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh - Ponta KWH;3.653,14;2,797630;10.220,16;471,58;10.220,16;17;1.737,43;2,192950
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;1.516,33;
Energia Atv Injetada GDI mUC 6/2024 oPT KWH;;;;6;202;4;2.136,81;
Consumo em kWh - Fora Ponta KWH;25.415,54;0,530280;13.477,55;621,89;13.477,55;17;2.291,18;0,415670
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;15.327,27;
Energia Atv Injetada GDI mUC 6/2024 mPT KWH;;;;6;202;4;10.088,27;
Energia Reativa Exced em KWh;0,96;0,386110;0,37;0,01;0,37;17;0,06;0,302660
Energia Reativa Exced em KWh;554,02;0,386110;213,91;9,87;213,91;17;36,36;0,302660
Demanda de Potência Medida - Fora Ponta KW;68,49;41,767820;2.860,52;131,99;2.860,52;17;486,29;32,740000
""
Arquivo: ENERGISAMT-Fat-Matricula-0001035875-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh - Ponta KWH;5.881,75;2,797630;16.455,02;759,28;16.455,02;17;2.797,35;2,192950
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;1.654,96;
Energia Atv Injetada GDI mUC 12/2024 oPT KWH;;;;12;202;4;2.503,63;
Energia Atv Injetada GDI mUC 12/2024 mPT KWH;;;;12;202;4;1.723,16;
Consumo em kWh - Fora Ponta KWH;47.185,60;0,530280;25.021,96;1.154,59;25.021,96;17;4.253,73;0,415670
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;16.728,62;
Energia Atv Injetada GDI mUC 12/2024 mPT KWH;;;;12;202;4;30.456,98;
Energia Reativa Exced em KWh;213,15;0,386110;82,30;3,80;82,30;17;13,99;0,302660
Energia Reativa Exced em KWh;1.869,70;0,386110;721,92;33,31;721,92;17;122,73;0,302660
Demanda de Potência Medida - Fora Ponta KW;222,60;41,767820;9.297,51;429,02;9.297,51;17;1.580,58;32,740000
Demanda Potência Reativa Exced - F Ponta KW;13,30;41,767820;555,51;25,63;555,51;17;94,44;32,740000
""
Arquivo: ENERGISAMT-Fat-Matricula-0001094115-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
TUSD em kWh - Ponta KWH;1.369,20;2,185710;2.992,68;138,09;2.992,68;17;508,75;1,713290
TUSD em kWh - Fora Ponta KWH;43.449,00;0,167180;7.264,06;335,18;7.264,06;17;1.234,89;0,131050
Energia Reat Exced em KWh;17,14;0,386110;6,61;0,30;6,61;17;1,12;0,302660
Energia Reat Exced em KWh;3.982,96;0,386110;1.537,88;70,96;1.537,88;17;261,44;0,302660
TUSD em kW - Fora Ponta KW;252,00;41,767820;10.525,49;485,68;10.525,49;17;1.789,33;32,740000
TUSD em kW Reativa Exced - Fora Ponta UN;34,60;41,767820;1.445,36;66,69;1.445,36;17;245,71;32,740000
Adicional Conta Covid Escassez Hídrica KWH;44.818,20;0,033539;1.503,17;69,36;1.503,17;17;255,54;0,026290
DÉBITO TUSD KW-APCEI 06/2025;;;;06;202;5;12,13;
DEBITO TUSD KWH PONTA-APCEI 06/2025;;;;06;202;5;5,32;
CREDITO TUSD KW-APCEI 08/2025;;;;08;202;5;-4.125,24;
CREDITO TUSD KWH PONTA-APCEI 08/2025;;;;08;202;5;-1.083,19;
Substituição Tributária - Crédito;;;;22.289,67;0,00;22.289,67;17;
Substituição Tributária - Débito;;;;-18.500,43;0,00;0,00;0;
""
Arquivo: ENERGISAMT-Fat-Matricula-0001196097-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;24.667,94;1,076110;26.545,78;1.012,70;26.545,78;17;4.512,78;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;9.816,00;
Energia Atv Injetada GDI mUC 10/2024 mPT KWH;;;;10;202;4;1.109,00;
Energia Atv Injetada GDI mUC 11/2024 mPT KWH;;;;11;202;4;13.642,58;
Adic. B.;;;;4,92;0,19;4,92;17;0,83
Adic. B.;;;;1,33;0,05;1,33;17;0,23
""
Arquivo: ENERGISAMT-Fat-Matricula-0001207186-08-2025.PDF
descricao;quant;preco unit com tributos;valor;pis/confins;base calc icms;porcent icms;icms;tarifa unit
Consumo em kWh KWH;1.190,00;1,076110;1.280,58;48,85;1.280,58;17;217,69;0,852130
Energia Atv Injetada GDI oUC 8/2025 mPT KWH;;;;8;202;5;1.160,00;
Adic. B.;;;;0,79;0,04;0,79;17;0,14
Adic. B.;;;;1,24;0,05;1,24;17;0,21
""
